[--] ----------------------------------------------
[--] CANreal Logfile Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\thomas\Documents\Workspace Tom\HEMS\OLY-GEp88--88K-2008.csplog
[F2] Split file series:       	OLY-GEp88--88K-2008.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	1835
[F7] File date:               	12.07.2017
[F8] File time:               	16:00:14
[S1] Hardware:                	1000
[S2] Driver:                  	2607
[S3] Firmware:                	1100
[S5] dll:                     	4807
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	4.84
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[C1] Net number:              	0
[C2] Baud:                    	250.0
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
          76	    	16:00:15	174.699	          0.852		 217974506	  0CFE06EA	L     	  8	91	01	E7	00	1D	1A	00	00	‘_з_____	
          77	    	16:00:15	180.207	          5.508		 419351274	  18FECAEA	L     	  8	C7	FF	A7	0F	1F	63	FF	FF	Зя§__cяя	
          78	    	16:00:15	189.503	          9.296		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
          79	    	16:00:15	190.303	          0.800		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EC	30	FF	FF	FF	яяям0яяя	
          80	    	16:00:15	191.172	          0.869		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
          81	    	16:00:15	192.048	          0.876		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
          82	    	16:00:15	192.908	          0.860		 217972202	  0CFDFDEA	L     	  8	97	01	EB	00	FF	FF	00	00	—_л_яя__	
          83	    	16:00:15	193.794	          0.886		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	CF	FF	FF	яяяяяПяя	
          84	    	16:00:15	194.669	          0.875		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
          85	    	16:00:15	244.359	         49.690		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
          86	    	16:00:15	245.215	          0.856		 217056490	  0CF004EA	L     	  8	FF	FF	FF	EE	30	FF	FF	FF	яяяо0яяя	
          87	    	16:00:15	246.131	          0.916		 217972970	  0CFE00EA	L     	  8	89	01	E0	00	FF	FF	00	00	‰_а_яя__	
          88	    	16:00:15	290.685	         44.554		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
          89	    	16:00:15	291.546	          0.861		 217056490	  0CF004EA	L     	  8	FF	FF	FF	F0	30	FF	FF	FF	яяяр0яяя	
          90	    	16:00:15	292.462	          0.916		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
          91	    	16:00:15	293.390	          0.928		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
          92	    	16:00:15	294.306	          0.916		 217973738	  0CFE03EA	L     	  8	92	01	EB	00	FF	FF	00	00	’_л_яя__	
          93	    	16:00:15	295.238	          0.932		 419357930	  18FEE4EA	L     	  8	FF	FF	FF	FF	FF	FF	FC	FF	яяяяяяья	
          94	    	16:00:15	296.171	          0.933		 218039018	  0CFF02EA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
          95	    	16:00:15	372.108	         75.937		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
          96	    	16:00:15	372.912	          0.804		 217056490	  0CF004EA	L     	  8	FF	FF	FF	F1	30	FF	FF	FF	яяяс0яяя	
          97	    	16:00:15	373.988	          1.076		 217974506	  0CFE06EA	L     	  8	91	01	E7	00	21	1A	00	00	‘_з_!___	
          98	    	16:00:15	374.708	          0.720		 417988842	  18EA00EA	L     	  3	CB	FE	00	  	  	  	  	  	Лю_     	
          99	    	16:00:15	389.576	         14.868		 201326826	  0C0000EA	L     	  8	CD	FF	FF	FF	FF	FF	FF	FF	Няяяяяяя	
         100	    	16:00:15	390.376	          0.800		 217056490	  0CF004EA	L     	  8	FF	FF	FF	F0	30	FF	FF	FF	яяяр0яяя	
         101	    	16:00:15	391.244	          0.868		 217062634	  0CF01CEA	L     	  8	00	32	00	00	FF	FF	FF	FF	_2__яяяя	
         102	    	16:00:15	392.120	          0.876		 217944810	  0CFD92EA	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	яяяяяяяя	
         103	    	16:00:15	392.997	          0.877		 217945066	  0CFD93EA	L     	  8	D3	FF	FF	FF	FF	FF	FF	FF	Уяяяяяяя	
