[--] ----------------------------------------------
[--] CANreal Logfile Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\thomas\Documents\Workspace Tom\HEMS\CAT-C15-500K-2007.csplog
[F2] Split file series:       	CAT-C15-500K-2007.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	1835
[F7] File date:               	09.07.2017
[F8] File time:               	15:10:59
[S1] Hardware:                	1000
[S2] Driver:                  	2607
[S3] Firmware:                	1100
[S5] dll:                     	4807
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 8  (6,2,9200,2,[])
[S9] CANreal:                 	4.84
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[C1] Net number:              	0
[C2] Baud:                    	250.0
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
          33	    	15:10:59	349.559	          0.576		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          34	    	15:10:59	350.143	          0.584		 217974506	  0CFE06EA	L     	  8	00	00	00	00	00	00	00	00	________	
          35	    	15:10:59	350.733	          0.590		 419361280	  18FEF200	L     	  8	00	00	FF	FF	FF	FF	FF	FF	__ÿÿÿÿÿÿ	
          36	    	15:10:59	351.435	          0.702		 486445568	  1CFE9200	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
          37	    	15:10:59	358.032	          6.597		 419351274	  18FECAEA	L     	  8	C7	FF	A7	0F	1F	63	FF	FF	วÿง__cÿÿ	
          38	    	15:10:59	362.520	          4.488		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          39	    	15:10:59	363.233	          0.713		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
          40	    	15:10:59	363.928	          0.695		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
          41	    	15:10:59	378.485	         14.557		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          42	    	15:10:59	392.205	         13.720		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
          43	    	15:10:59	392.781	          0.576		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          44	    	15:10:59	393.358	          0.577		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          45	    	15:10:59	394.334	          0.976		 217945066	  0CFD93EA	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
          46	    	15:10:59	395.266	          0.932		 217972202	  0CFDFDEA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          47	    	15:10:59	396.242	          0.976		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿ฿ÿÿ	
          48	    	15:10:59	410.010	         13.768		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          49	    	15:10:59	422.563	         12.553		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          50	    	15:10:59	423.275	          0.712		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
          51	    	15:10:59	423.971	          0.696		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
          52	    	15:10:59	438.583	         14.612		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          53	    	15:10:59	452.607	         14.024		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          54	    	15:10:59	453.308	          0.701		 419361280	  18FEF200	L     	  8	00	00	FF	FF	FF	FF	FF	FF	__ÿÿÿÿÿÿ	
          55	    	15:10:59	454.065	          0.757		 486445568	  1CFE9200	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
          56	    	15:10:59	469.165	         15.100		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          57	    	15:10:59	472.881	          3.716		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
          58	    	15:10:59	473.690	          0.809		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          59	    	15:10:59	474.570	          0.880		 217972970	  0CFE00EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          60	    	15:10:59	482.710	          8.140		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          61	    	15:10:59	483.422	          0.712		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
          62	    	15:10:59	484.118	          0.696		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
          63	    	15:10:59	484.823	          0.705		 419326464	  18FE6A00	L     	  8	FF	FF	FF	3F	FF	FF	FF	FF	ÿÿÿ?ÿÿÿÿ	
          64	    	15:10:59	490.703	          5.880		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
          65	    	15:10:59	491.511	          0.808		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          66	    	15:10:59	492.383	          0.872		 217945066	  0CFD93EA	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
          67	    	15:10:59	493.319	          0.936		 217973738	  0CFE03EA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          68	    	15:10:59	494.192	          0.873		 419357930	  18FEE4EA	L     	  8	FF	FF	FF	FF	FF	FF	FC	FF	ÿÿÿÿÿÿüÿ	
          69	    	15:10:59	498.904	          4.712		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          70	    	15:10:59	499.616	          0.712		 217960448	  0CFDD000	L     	  8	FA	FF	FF	FF	FF	FF	FF	FF	๚ÿÿÿÿÿÿÿ	
          71	    	15:10:59	500.328	          0.712		 217974528	  0CFE0700	L     	  8	00	FF	00	FF	FF	FF	FF	FF	_ÿ_ÿÿÿÿÿ	
          72	    	15:10:59	501.037	          0.709		 419360512	  18FEEF00	L     	  8	00	FF	FF	00	FF	FF	FF	FF	_ÿÿ_ÿÿÿÿ	
          73	    	15:10:59	501.749	          0.712		 218029824	  0CFEDF00	L     	  8	83	80	0C	FF	FF	FF	FF	FF	€_ÿÿÿÿÿ	
          74	    	15:10:59	502.449	          0.700		 217944576	  0CFD9200	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
          75	    	15:10:59	512.566	         10.117		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          76	    	15:10:59	530.066	         17.500		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          77	    	15:10:59	542.703	         12.637		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          78	    	15:10:59	543.415	          0.712		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
          79	    	15:10:59	544.107	          0.692		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
          80	    	15:10:59	545.384	          1.277		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
          81	    	15:10:59	546.272	          0.888		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          82	    	15:10:59	547.204	          0.932		 217974506	  0CFE06EA	L     	  8	00	00	00	00	00	00	00	00	________	
          83	    	15:10:59	548.731	          1.527		 418119914	  18EC00EA	L     	  8	10	09	00	02	FF	00	EF	00	____ÿ_๏_	
          84	    	15:10:59	549.521	          0.790		 418179584	  18ECEA00	L     	  8	11	02	01	FF	FF	00	EF	00	___ÿÿ_๏_	
          85	    	15:10:59	558.825	          9.304		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          86	    	15:10:59	559.533	          0.708		 419361280	  18FEF200	L     	  8	00	00	FF	FF	FF	FF	FF	FF	__ÿÿÿÿÿÿ	
          87	    	15:10:59	560.241	          0.708		 486445568	  1CFE9200	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
          88	    	15:10:59	567.206	          6.965		 418054378	  18EB00EA	L     	  8	01	F0	2E	80	00	5B	08	02	_๐.€_[__	
          89	    	15:10:59	569.002	          1.796		 418054378	  18EB00EA	L     	  8	02	02	03	FF	FF	FF	FF	FF	___ÿÿÿÿÿ	
          90	    	15:10:59	569.754	          0.752		 418179584	  18ECEA00	L     	  8	13	09	00	02	FF	00	EF	00	____ÿ_๏_	
          91	    	15:10:59	572.686	          2.932		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          92	    	15:10:59	589.207	         16.521		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          93	    	15:10:59	592.027	          2.820		 201326826	  0C0000EA	L     	  8	CD	E0	2E	FF	FF	FF	FF	FF	อเ.ÿÿÿÿÿ	
          94	    	15:10:59	592.932	          0.905		 217056490	  0CF004EA	L     	  8	FF	FF	FF	00	00	FF	FF	FF	ÿÿÿ__ÿÿÿ	
          95	    	15:10:59	593.856	          0.924		 217945066	  0CFD93EA	L     	  8	F0	FF	FF	FF	FF	FF	FF	FF	๐ÿÿÿÿÿÿÿ	
          96	    	15:10:59	594.824	          0.968		 217972202	  0CFDFDEA	L     	  8	00	00	00	00	FF	FF	00	00	____ÿÿ__	
          97	    	15:10:59	595.808	          0.984		 486459370	  1CFEC7EA	L     	  8	FF	FF	FF	FF	FF	DF	FF	FF	ÿÿÿÿÿ฿ÿÿ	
          98	    	15:10:59	602.824	          7.016		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
          99	    	15:10:59	603.537	          0.713		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
         100	    	15:10:59	604.231	          0.694		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
         101	    	15:10:59	618.761	         14.530		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         102	    	15:10:59	632.706	         13.945		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         103	    	15:10:59	650.278	         17.572		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         104	    	15:10:59	663.275	         12.997		 217056256	  0CF00400	L     	  8	FF	FF	7D	00	00	FF	0F	FF	ÿÿ}__ÿ_ÿ	
         105	    	15:10:59	663.987	          0.712		 217056000	  0CF00300	L     	  8	FF	FE	00	FF	FF	FF	FF	FF	ÿþ_ÿÿÿÿÿ	
         106	    	15:10:59	664.695	          0.708		 419361280	  18FEF200	L     	  8	00	00	FF	FF	FF	FF	FF	FF	__ÿÿÿÿÿÿ	
         107	    	15:10:59	665.392	          0.697		 419362304	  18FEF600	L     	  8	FF	00	5E	31	FF	FF	FF	FF	ÿ_^1ÿÿÿÿ	
         108	    	15:10:59	666.106	          0.714		 486445568	  1CFE9200	L     	  8	FF	FF	FF	FF	FF	FF	FF	FF	ÿÿÿÿÿÿÿÿ	
         109	    	15:10:59	666.800	          0.694		 218024448	  0CFECA00	L     	  8	C1	FF	5B	00	08	01	FF	FF	มÿ[___ÿÿ	
