34560,8,1,1.1,5793,Status
34560,8,1,1.3,6833,Measured
34560,8,2,2,6317,Status
34560,8,3,3-4,6715,Status
34560,8,5,5.1,7789,Status
34560,8,6,6.1,7829,Measured
34560,8,6,6.3,8614,Status
34560,8,7,7,7855,Status
34816,8,1,1-2,5754,Status
34816,8,3,3.7,5755,Status
34816,8,4,4-6,5756,Status
34816,8,7,7,5757,Measured
36608,8,1,1.1,5565,Status
36864,8,1,1.1,5552,Status
36864,8,1,1.3,5553,Status
36864,8,2,2-3,5554,Status
36864,8,4,4.1,5555,Status
37120,8,1,1.1,5510,Status
37120,8,1,1.3,5511,Status
37120,8,1,1.6,5512,Status
37120,8,2,2.1,5513,Status
37120,8,2,2.3,5514,Status
37376,8,1,1-2,5505,Measured
37376,8,3,3.1,5506,Status
37376,8,3,3.4,5507,Status
37376,8,3,3.6,5508,Status
37376,8,4,4.1,5509,Status
37888,8,1,1-2,5495,Status
37888,8,3,3-4,5496,Status
38144,8,1,1-2,5497,Status
38144,8,3,3-4,5498,Status
38400,8,1,1.1,5149,Status
38656,8,1,1.1,5059,Status
38656,8,1,1.3,5060,Status
38912,8,1,1.1,5057,Status
38912,8,1,1.3,5058,Status
39168,8,1,1.1,4460,Status
39168,8,1,1.3,4461,Status
39168,8,1,1.5,4462,Status
39168,8,1,1.7,4463,Status
39168,8,2,2.1,4464,Status
39168,8,2,2.3,4465,Status
39168,8,2,2.5,4466,Status
39168,8,2,2.7,4467,Status
39168,8,3,3.1,4468,Status
39168,8,3,3.3,4469,Status
39168,8,3,3.5,4470,Status
39168,8,3,3.7,4471,Status
39168,8,4,4.1,4472,Status
39168,8,4,4.3,4473,Status
39168,8,4,4.5,4474,Status
39168,8,4,4.7,4475,Status
39168,8,5,5.1,4476,Status
39168,8,5,5.3,4477,Status
39168,8,5,5.5,4478,Status
39168,8,5,5.7,4479,Status
39168,8,6,6.1,4480,Status
39168,8,6,6.3,4481,Status
39168,8,6,6.5,4482,Status
39168,8,6,6.7,4483,Status
39168,8,7,7.1,4484,Status
39168,8,7,7.3,4485,Status
39168,8,7,7.5,4486,Status
39168,8,7,7.7,4487,Status
39168,8,8,8.1,4488,Status
39168,8,8,8.3,4489,Status
39936,8,1,1,4167,
39936,8,2,2,4168,
39936,8,3,3,4169,
39936,8,4,4,4170,
39936,8,5,5,4171,
39936,8,6,6,4172,
39936,8,7,7,4173,
39936,8,8,8,4174,
40192,8,1,1,4159,
40192,8,2,2,4160,
40192,8,3,3,4161,
40192,8,4,4,4162,
40192,8,5,5,4163,
40192,8,6,6,4164,
40192,8,7,7,4165,
40192,8,8,8,4166,
42240,8,1,1.1,3907,
42240,8,1,1.3,3906,
42240,8,1,1.5,3905,
42240,8,1,1.7,3904,
42240,8,2,2.1,3911,
42240,8,2,2.3,3910,
42240,8,2,2.5,3909,
42240,8,2,2.7,3908,
42240,8,3,3.1,3915,
42240,8,3,3.3,3914,
42240,8,3,3.5,3913,
42240,8,3,3.7,3912,
42240,8,4,4.1,3919,
42240,8,4,4.3,3918,
42240,8,4,4.5,3917,
42240,8,4,4.7,3916,
42240,8,5,5.1,3923,
42240,8,5,5.3,3922,
42240,8,5,5.5,3921,
42240,8,5,5.7,3920,
42240,8,6,6.1,3927,
42240,8,6,6.3,3926,
42240,8,6,6.5,3925,
42240,8,6,6.7,3924,
42240,8,7,7.1,3931,
42240,8,7,7.3,3930,
42240,8,7,7.5,3929,
42240,8,7,7.7,3928,
42240,8,8,8.1,3935,
42240,8,8,8.3,3934,
42240,8,8,8.5,3933,
42240,8,8,8.7,3932,
42496,8,1,1.1,3875,
42496,8,1,1.3,3874,
42496,8,1,1.5,3873,
42496,8,1,1.7,3872,
42496,8,2,2.1,3879,
42496,8,2,2.3,3878,
42496,8,2,2.5,3877,
42496,8,2,2.7,3876,
42496,8,3,3.1,3883,
42496,8,3,3.3,3882,
42496,8,3,3.5,3881,
42496,8,3,3.7,3880,
42496,8,4,4.1,3887,
42496,8,4,4.3,3886,
42496,8,4,4.5,3885,
42496,8,4,4.7,3884,
42496,8,5,5.1,3891,
42496,8,5,5.3,3890,
42496,8,5,5.5,3889,
42496,8,5,5.7,3888,
42496,8,6,6.1,3895,
42496,8,6,6.3,3894,
42496,8,6,6.5,3893,
42496,8,6,6.7,3892,
42496,8,7,7.1,3899,
42496,8,7,7.3,3898,
42496,8,7,7.5,3897,
42496,8,7,7.7,3896,
42496,8,8,8.1,3903,
42496,8,8,8.3,3902,
42496,8,8,8.5,3901,
42496,8,8,8.7,3900,
42752,8,1,1.1,3843,
42752,8,1,1.3,3842,
42752,8,1,1.5,3841,
42752,8,1,1.7,3840,
42752,8,2,2.1,3847,
42752,8,2,2.3,3846,
42752,8,2,2.5,3845,
42752,8,2,2.7,3844,
42752,8,3,3.1,3851,
42752,8,3,3.3,3850,
42752,8,3,3.5,3849,
42752,8,3,3.7,3848,
42752,8,4,4.1,3855,
42752,8,4,4.3,3854,
42752,8,4,4.5,3853,
42752,8,4,4.7,3852,
42752,8,5,5.1,3859,
42752,8,5,5.3,3858,
42752,8,5,5.5,3857,
42752,8,5,5.7,3856,
42752,8,6,6.1,3863,
42752,8,6,6.3,3862,
42752,8,6,6.5,3861,
42752,8,6,6.7,3860,
42752,8,7,7.1,3867,
42752,8,7,7.3,3866,
42752,8,7,7.5,3865,
42752,8,7,7.7,3864,
42752,8,8,8.1,3871,
42752,8,8,8.3,3870,
42752,8,8,8.5,3869,
42752,8,8,8.7,3868,
43264,8,1,1.1,3564,Status
43264,8,2,2-3,8133,Measured
43264,8,4,4-6,8134,Measured
44544,8,1,1,3192,Measured
44544,8,2,2,3193,Status
52992,8,1,1,1784,Status
52992,8,2,2,1785,Status
52992,8,3,3,1786,Status
52992,8,4,4,1787,Status
52992,8,5,5,1788,Status
52992,8,6,6,1789,Status
52992,8,7,7,1790,Status
52992,8,8,8,1791,Status
53248,8,1,1,1487,Status
53248,8,2,2,5532,Status
53248,8,3,3,6820,Status
53504,8,1,1-2,1732,Status
53504,8,3,3-4,1757,Status
53504,8,5,5-6,1758,Status
53504,8,7,7-8,1735,Status
53760,8,1,1.1,2984,Status
53760,8,1,1.3,1749,Status
53760,8,1,1.5,1748,Status
53760,8,1,1.7,1747,Status
53760,8,2,2.1,1751,Status
53760,8,2,2.5,1750,Status
53760,8,3,3.1,1753,Status
53760,8,3,3.5,1752,Status
53760,8,3,3.7,1828,Status
53760,8,4,4,1718,Status
53760,8,5,5,1719,Status
53760,8,6,6,1720,Status
53760,8,7,7.1,1830,Status
53760,8,7,7.3,1829,Status
53760,8,7,7.5,3215,Status
53760,8,7,7.7,5293,Status
53760,8,8,8.1,5295,Status
53760,8,8,8.3,5274,Status
53760,8,8,8.5,5433,Status
54528,8,1,1,1603,Measured
54528,8,2,2,1604,Measured
54528,8,3,3,1605,Measured
54528,8,4,4,1606,Measured
54528,8,5,5,1607,Measured
54528,8,6,6,1608,Measured
54528,8,7,7,1609,Measured
54528,8,8,8,1610,Measured
56320,8,1,1.1,1194,Status
56320,8,1,1.3,1195,Status
56320,8,1,1.5,1196,Status
56320,8,1,1.7,1197,Status
56320,8,2,2-8,1198,Status
56576,8,1,1.2,1199,Status
56576,8,1,1.4,1200,Status
56576,8,1,1.6,1201,Status
56576,8,2,2-8,1202,Status
56832,8,1,1.1,988,Status
56832,8,1,1.3,989,Status
56832,8,2,2,1584,Measured
56832,8,3,3.1,1211,Status
56832,8,3,3.3,3600,Status
56832,8,3,3.5,6218,Status
56832,8,3,3.7,6219,Measured
56832,8,4,4.1,6898,Measured
56832,8,4,4.3,6985,Measured
56832,8,4,4.5,6986,Measured
57344,8,1,1,986,Status
57344,8,2,2-3,1691,Status
57344,8,4,4.1,1684,Status
57344,8,4,4.3,1682,Status
57344,8,4,4.5,1714,Measured
57344,8,4,4.7,1856,Measured
57344,8,5,5.1,5630,Status
57344,8,5,5.3,1655,Measured
57344,8,5,5.5,1654,Measured
57344,8,5,5.7,1653,Measured
57344,8,6,6.1,3695,Measured
57344,8,6,6.3,3696,Measured
57344,8,6,6.5,1666,Measured
57344,8,6,6.7,1656,Measured
57344,8,7,7.1,1683,Status
57344,8,7,7.5,1685,Status
57344,8,7,7.7,1686,Status
57344,8,8,8,2596,Status
61440,8,1,1.1,900,Measured
61440,8,1,1.5,571,Measured
61440,8,1,1.7,572,Measured
61440,8,2,2,520,Measured
61440,8,3,3,1085,Status
61440,8,4,4.1,1082,Status
61440,8,4,4.3,1667,Status
61440,8,4,4.5,4233,Measured
61440,8,4,4.7,4234,Status
61440,8,5,5,1480,Status
61440,8,6,6,1715,Status
61440,8,7,7,1716,Measured
61440,8,8,8,1717,Measured
61441,8,1,1.1,561,Status
61441,8,1,1.3,562,Status
61441,8,1,1.5,563,Status
61441,8,1,1.7,1121,Measured
61441,8,2,2,521,Measured
61441,8,3,3.1,575,Measured
61441,8,3,3.3,576,Measured
61441,8,3,3.5,577,Measured
61441,8,3,3.7,1238,Measured
61441,8,4,4.1,972,Measured
61441,8,4,4.3,971,Measured
61441,8,4,4.5,970,Measured
61441,8,4,4.7,969,Measured
61441,8,5,5,973,Measured
61441,8,6,6.1,1243,Status
61441,8,6,6.3,1439,Status
61441,8,6,6.5,1438,Status
61441,8,6,6.7,1793,Status
61441,8,7,7,1481,Status
61441,8,8,8.1,7941,Measured
61441,8,8,8.3,2911,Measured
61441,8,8,8.5,1836,Status
61441,8,8,8.7,1792,Status
61442,8,1,1.1,560,Measured
61442,8,1,1.3,573,Status
61442,8,1,1.5,574,Measured
61442,8,1,1.7,4816,Measured
61442,8,2,2-3,191,Measured
61442,8,4,4,522,Measured
61442,8,5,5.1,606,Status
61442,8,5,5.3,607,Status
61442,8,5,5.5,5015,Status
61442,8,6,6-7,161,Measured
61442,8,8,8,1482,Status
61443,8,1,1.1,558,Measured
61443,8,1,1.3,559,Measured
61443,8,1,1.5,1437,Status
61443,8,1,1.7,2970,Measured
61443,8,2,2,91,Measured
61443,8,3,3,92,Status
61443,8,4,4,974,Measured
61443,8,5,5,29,Measured
61443,8,6,6.1,2979,Status
61443,8,6,6.3,5021,Status
61443,8,6,6.5,5399,Status
61443,8,6,6.7,5400,Status
61443,8,7,7,3357,Measured
61443,8,8,8,5398,Measured
61444,8,1,1.1,899,Measured
61444,8,1,1.5,4154,Measured
61444,8,2,2,512,Measured
61444,8,3,3,513,Measured
61444,8,4,4-5,190,Measured
61444,8,6,6,1483,Status
61444,8,7,7.1,1675,Status
61444,8,8,8,2432,Measured
61445,8,1,1,524,Status
61445,8,2,2-3,526,Measured
61445,8,4,4,523,Measured
61445,8,5,5-6,162,Status
61445,8,7,7-8,163,Status
61446,8,1,1,927,Measured
61446,8,2,2.1,567,Status
61446,8,2,2.3,568,Status
61446,8,2,2.5,569,Status
61446,8,2,2.7,570,Status
61446,8,3,3.1,564,Status
61446,8,3,3.3,565,Status
61446,8,3,3.5,566,Status
61446,8,3,3.7,7716,Status
61446,8,4,4.1,3819,Status
61446,8,4,4.3,3820,Status
61447,8,1,1.1,3565,Status
61447,8,1,1.3,3566,Status
61447,8,1,1.5,1701,Status
61447,8,1,1.7,1700,Status
61447,8,2,2.1,7473,Status
61447,8,3,3.1,8135,Status
61447,8,3,3.3,8136,Status
61447,8,3,3.5,8137,Status
61447,8,3,3.7,8138,Status
61448,8,1,1-2,1762,Measured
61448,8,3,3.1,1763,Status
61448,8,3,3.3,1764,Measured
61448,8,3,3.5,2599,Measured
61448,8,3,3.7,6702,Measured
61448,8,4,4-5,6707,Measured
61448,8,6,6-7,6708,Measured
61448,8,8,8.1,6705,Measured
61448,8,8,8.3,6704,Measured
61448,8,8,8.5,6703,Measured
61448,8,8,8.7,6706,Measured
61449,8,1,1-2,1807,Measured
61449,8,3,3.1,1811,Measured
61449,8,3,3.7,1812,Status
61449,8,4,4-5,1808,Measured
61449,8,6,6-7,1809,Measured
61449,8,8,8,1810,Measured
61450,8,1,1-2,2659,Measured
61450,8,3,3-4,132,Measured
61450,8,5,5-6,5257,Measured
61451,8,1,1-2,2927,Measured
61451,8,3,3,2928,Measured
61451,8,4,4.1,2923,Status
61451,8,4,4.5,2922,Status
61451,8,5,5.1,2924,Status
61451,8,5,5.5,2925,Status
61451,8,6,6.1,2926,Status
61452,8,1,1-2,3030,Measured
61452,8,3,3-4,5052,Measured
61453,8,1,1.1,3156,Measured
61453,8,1,1.5,3157,Measured
61453,8,2,2.1,3158,Status
61453,8,2,2.5,3334,Measured
61453,8,3,3.1,3335,Measured
61453,8,3,3.5,3336,Measured
61453,8,4,4.1,3337,Measured
61453,8,4,4.5,3338,Measured
61453,8,5,5.1,3339,Measured
61453,8,5,5.5,5405,Status
61453,8,5,5.7,5406,Status
61454,8,1,1-2,3216,Measured
61454,8,3,3-4,3217,Measured
61454,8,5,5.1,3218,Status
61454,8,5,5.3,3219,Status
61454,8,5,5.5,3220,Status
61454,8,5,5.7,3221,Status
61454,8,6,6.1,3222,Status
61454,8,6,6.6,3223,Status
61454,8,7,7.1,3224,Status
61454,8,7,7.6,5714,Status
61454,8,8,8.1,3225,Status
61455,8,1,1-2,3226,Measured
61455,8,3,3-4,3227,Measured
61455,8,5,5.1,3228,Status
61455,8,5,5.3,3229,Status
61455,8,5,5.5,3230,Status
61455,8,5,5.7,3231,Status
61455,8,6,6.1,3232,Status
61455,8,6,6.6,3233,Status
61455,8,7,7.1,3234,Status
61455,8,7,7.6,5713,Status
61455,8,8,8.1,3235,Status
61456,8,1,1-2,3255,Measured
61456,8,3,3-4,3256,Measured
61456,8,5,5.1,3257,Status
61456,8,5,5.3,3258,Status
61456,8,5,5.5,3259,Status
61456,8,5,5.7,3260,Status
61456,8,6,6.1,3261,Status
61456,8,6,6.6,3262,Status
61456,8,7,7.1,3263,Status
61456,8,7,7.6,5716,Status
61456,8,8,8.1,3264,Status
61456,8,8,8.6,8485,Status
61457,8,1,1-2,3265,Measured
61457,8,3,3-4,3266,Measured
61457,8,5,5.1,3267,Status
61457,8,5,5.3,3268,Status
61457,8,5,5.5,3269,Status
61457,8,5,5.7,3270,Status
61457,8,6,6.1,3271,Status
61457,8,6,6.6,3272,Status
61457,8,7,7.1,3273,Status
61457,8,7,7.6,5715,Status
61457,8,8,8.1,3274,Status
61457,8,8,8.6,8486,Status
61458,8,1,1-2,3308,Measured
61458,8,3,3-4,3309,Measured
61458,8,5,5-6,3310,Measured
61458,8,7,7.1,3317,Status
61459,8,1,1-2,3318,Measured
61459,8,3,3-4,3319,Measured
61459,8,5,5-6,3322,Measured
61459,8,7,7.1,3323,Status
61459,8,7,7.3,3324,Status
61459,8,7,7.5,3325,Status
61459,8,7,7.7,3326,Status
61459,8,8,8,3327,Measured
61460,8,1,1-2,3365,Measured
61460,8,3,3-4,3331,Measured
61460,8,5,5,3366,Measured
61460,8,6,6.1,3367,Status
61460,8,6,6.3,3332,Status
61461,8,1,1-4,3383,Status
61461,8,5,5-6,3384,Status
61461,8,7,7.1,3385,Status
61462,8,1,1.1,3387,Status
61462,8,1,1.3,3388,Status
61462,8,1,1.5,3389,Status
61462,8,1,1.7,3390,Status
61462,8,2,2.1,3391,Status
61462,8,2,2.3,3392,Status
61462,8,2,2.5,3393,Status
61462,8,2,2.7,3394,Status
61462,8,3,3.1,3395,Status
61462,8,3,3.3,3396,Status
61462,8,3,3.5,3397,Status
61462,8,3,3.7,3398,Status
61462,8,4,4.1,3399,Status
61462,8,4,4.3,3400,Status
61462,8,4,4.5,3401,Status
61462,8,4,4.7,3402,Status
61462,8,5,5.1,3403,Status
61462,8,5,5.3,3404,Status
61462,8,5,5.5,3405,Status
61462,8,5,5.7,3406,Status
61462,8,6,6.1,3407,Status
61462,8,6,6.3,3408,Status
61462,8,6,6.5,3409,Status
61462,8,6,6.7,3410,Status
61463,8,1,1,1352,Status
61463,8,2,2,1353,Status
61463,8,3,3,1354,Status
61463,8,4,4,1355,Status
61463,8,5,5,1356,Status
61463,8,6,6,1357,Status
61463,8,7,7,1358,Status
61463,8,8,8,1359,Status
61464,8,1,1,1360,Status
61464,8,2,2,1361,Status
61464,8,3,3,1362,Status
61464,8,4,4,1363,Status
61464,8,5,5,1364,Status
61464,8,6,6,1365,Status
61464,8,7,7,1366,Status
61464,8,8,8,1367,Status
61465,8,1,1,1368,Status
61465,8,2,2,1369,Status
61465,8,3,3,1370,Status
61465,8,4,4,1371,Status
61465,8,5,5,1372,Status
61465,8,6,6,1373,Status
61465,8,7,7,1374,Status
61465,8,8,8,1375,Status
61466,8,1,1-2,3464,Status
61466,8,3,3-4,3465,Status
61466,8,5,5-6,633,Status
61466,8,7,7-8,1244,Status
61468,8,1,1-4,3386,Status
61469,8,1,1-2,3683,Measured
61469,8,3,3.1,3684,Measured
61469,8,3,3.7,3685,Status
61469,8,5,5-6,3686,Measured
61469,8,7,7.1,3687,Status
61469,8,7,7.3,3688,Status
61469,8,8,8.1,3689,Status
61469,8,8,8.5,3690,Status
61470,8,1,1-2,3938,Status
61470,8,3,3.1,8429,Status
61470,8,4,4-5,8430,Status
61473,8,1,1-2,4201,Measured
61473,8,3,3-4,723,Measured
61473,8,5,5-6,4202,Measured
61473,8,7,7.3,4205,Status
61473,8,7,7.5,4204,Status
61473,8,7,7.7,4203,Status
61475,8,1,1-2,4331,Measured
61475,8,3,3.1,4332,Status
61475,8,3,3.5,7524,Status
61475,8,4,4-5,4333,Measured
61475,8,6,6,4334,Measured
61475,8,7,7-8,6595,Measured
61476,8,1,1-2,4348,Measured
61476,8,3,3.1,4349,Status
61476,8,3,3.5,7517,Status
61476,8,3,3.7,7518,Status
61476,8,4,4-5,4350,Measured
61476,8,6,6-7,6593,Measured
61477,8,1,1-2,4377,Measured
61477,8,3,3.1,4378,Status
61477,8,4,4.1,4379,Status
61477,8,4,4.3,4380,Status
61477,8,4,4.5,4381,Status
61477,8,5,5.1,4382,Status
61477,8,6,6.1,4383,Status
61478,8,1,1-2,4384,Measured
61478,8,3,3.1,4385,Status
61478,8,3,3.5,7525,Status
61478,8,4,4-5,4386,Measured
61478,8,6,6,4387,Measured
61478,8,7,7-8,6596,Measured
61479,8,1,1-2,4401,Measured
61479,8,3,3.1,4402,Status
61479,8,3,3.5,7519,Status
61479,8,3,3.7,7520,Status
61479,8,4,4-5,4403,Measured
61479,8,6,6-7,6594,Measured
61479,8,8,8,7087,Status
61480,8,1,1-2,4443,Measured
61480,8,3,3.1,4444,Status
61480,8,4,4.1,4445,Status
61480,8,4,4.3,4446,Status
61480,8,4,4.5,4447,Status
61480,8,5,5.1,4448,Status
61480,8,6,6.1,4449,Status
61481,8,1,1-3,4976,Measured
61481,8,4,4-6,4977,Measured
61481,8,7,7.1,4978,Status
61481,8,7,7.3,4979,Status
61481,8,7,7.5,4980,Status
61481,8,7,7.7,4981,Status
61481,8,8,8,4982,Measured
61482,8,1,1-2,4983,Measured
61482,8,3,3-4,4984,Measured
61482,8,5,5-6,4985,Measured
61482,8,7,7.1,4986,Status
61482,8,7,7.3,4987,Status
61482,8,7,7.5,4988,Status
61482,8,8,8,4989,Measured
61483,8,1,1.1,4973,Status
61483,8,8,8.1,4974,Status
61483,8,8,8.5,4975,Status
61484,8,1,1-2,5008,Status
61484,8,3,3,5009,Status
61484,8,4,4.1,5010,Status
61484,8,4,4.3,5011,Status
61484,8,4,4.5,5012,Status
61484,8,4,4.7,5013,Status
61484,8,5,5.1,5014,Status
61484,8,5,5.3,5402,Status
61484,8,5,5.5,5403,Status
61484,8,5,5.7,5551,Status
61485,8,1,1-2,5347,Measured
61485,8,3,3-4,5348,Measured
61485,8,5,5-6,5349,Measured
61485,8,7,7.1,5350,Status
